device_id,timestamp,downstream_curr_rate_kbps,downstream_max_rate_kbps,upstream_curr_rate_kbps,upstream_max_rate_kbps,snr_margin_down_db,snr_margin_up_db,attenuation_down_db,attenuation_up_db,crc_errors_total,health_score,root_cause
IGD_195,2026-02-24 09:21:38,1592,11778,674,1766,15.89,16.42,38.99,44.66,404,0,Configuration / Ports overload
IGD_074,2026-02-25 03:21:37,966,15759,1450,2363,7.44,5.11,56.4,60.33,350,1,Line degradation
IGD_005,2026-02-22 21:21:37,7484,19463,2035,2919,20.22,16.27,24.89,28.4,51,0,Line degradation
IGD_087,2026-02-24 21:21:37,3014,17112,1099,2566,20.44,13.24,31.35,36.28,329,1,Configuration / Ports overload
IGD_054,2026-02-25 03:21:37,5969,14813,2015,2221,27.71,14.41,32.92,41.46,3,0,NORMAL
IGD_252,2026-02-22 21:21:38,3739,12398,1384,1859,20.3,15.96,32.32,37.15,23,0,Line degradation
IGD_138,2026-02-23 03:21:37,9685,23517,3323,3527,13.7,14.15,19.73,21.14,2,0,NORMAL
IGD_115,2026-02-24 03:21:37,2310,15557,1470,2333,13.68,12.86,45.35,54.4,143,0,Crosstalk / Saturation
IGD_104,2026-02-23 03:21:37,7031,19252,2109,2887,16.77,15.92,21.67,26.59,19,0,Line degradation
IGD_038,2026-02-23 09:21:37,13857,23555,3121,3533,22.46,21.24,16.9,16.5,49,0,NORMAL
IGD_067,2026-02-24 15:21:37,10482,18353,2477,2752,24.07,19.22,17.4,22.21,32,0,NORMAL
IGD_036,2026-02-24 15:21:37,11200,22985,3249,3447,23.17,20.25,22.15,21.52,52,0,NORMAL
IGD_097,2026-02-24 15:21:37,2314,12891,955,1933,18.71,16.93,32.29,31.39,451,1,Configuration / Ports overload
IGD_136,2026-02-23 15:21:37,2206,13731,749,2059,16.92,17.11,27.78,28.79,401,1,Configuration / Ports overload
IGD_104,2026-02-24 03:21:37,3498,19252,1766,2887,12.75,10.71,31.39,37.33,23,0,Line degradation
IGD_048,2026-02-22 21:21:37,8640,19326,2570,2898,15.15,14.48,15.06,17.32,73,0,NORMAL
IGD_140,2026-02-24 09:21:37,3102,19612,2312,2941,11.68,8.79,31.69,37.94,365,0,Line degradation
IGD_263,2026-02-22 21:21:38,5188,17236,2221,2585,17.1,14.67,37.21,41.49,70,0,NORMAL
IGD_155,2026-02-25 03:21:37,4151,12219,1619,1832,19.72,19.61,35.68,37.05,62,0,NORMAL
IGD_126,2026-02-24 09:21:37,12234,22292,2970,3343,21.47,19.39,17.31,26.74,58,0,NORMAL
IGD_210,2026-02-23 21:21:38,5200,22556,2456,3383,13.3,11.14,33.1,35.69,187,0,Line degradation
IGD_156,2026-02-24 03:21:37,3084,16241,1659,2436,9.26,8.44,38.83,40.86,86,0,Line degradation
IGD_259,2026-02-25 03:21:38,10362,21643,2850,3246,20.38,18.88,19.45,21.68,41,0,NORMAL
IGD_126,2026-02-22 21:21:37,8286,22292,2875,3343,17.56,18.5,23.7,24.3,47,0,NORMAL
IGD_170,2026-02-25 03:21:38,1122,8044,781,1206,14.59,3.39,41.03,45.14,43,0,Crosstalk / Saturation
IGD_126,2026-02-23 09:21:37,10447,22292,3004,3343,18.44,16.78,21.92,20.68,40,0,NORMAL
IGD_279,2026-02-22 21:21:38,1046,13955,1025,2093,6.46,5.18,34.78,37.63,399,2,High Interference / Noise
IGD_008,2026-02-25 03:21:37,917,11894,653,1784,13.79,17.18,46.31,50.23,167,1,Configuration / Ports overload
IGD_118,2026-02-23 09:21:37,929,12831,920,1924,4.96,3.65,26.78,27.79,532,2,High Interference / Noise
IGD_082,2026-02-23 21:21:37,4318,18849,2051,2827,14.81,12.5,30.22,41.52,20,0,Line degradation
IGD_186,2026-02-23 09:21:38,9188,19333,2748,2899,21.39,16.04,19.11,20.21,61,0,NORMAL
IGD_223,2026-02-22 21:21:38,5130,17065,1641,2559,20.43,17.37,34.43,42.62,10,0,Line degradation
IGD_263,2026-02-24 21:21:38,7680,17236,2282,2585,24.82,20.84,34.5,39.29,13,0,NORMAL
IGD_211,2026-02-24 03:21:38,1258,11354,1194,1703,13.49,10.23,56.68,60.54,132,2,Line degradation
IGD_014,2026-02-23 15:21:37,5629,14271,1868,2140,22.85,16.29,31.37,33.43,25,0,NORMAL
IGD_115,2026-02-22 21:21:37,1502,15557,1789,2333,7.68,6.81,41.24,50.43,331,1,Crosstalk / Saturation
IGD_094,2026-02-23 15:21:37,13234,23781,3334,3567,23.35,23.99,12.61,16.85,24,0,NORMAL
IGD_093,2026-02-24 21:21:37,8539,19282,2710,2892,19.54,17.13,16.75,18.91,114,0,NORMAL
IGD_083,2026-02-23 15:21:37,2539,12656,781,1898,16.75,15.01,30.2,34.54,365,0,Configuration / Ports overload
IGD_154,2026-02-23 03:21:37,5041,13888,1803,2083,20.63,15.26,39.82,34.31,110,0,NORMAL
IGD_122,2026-02-23 21:21:37,1860,10749,626,1612,20.13,17.6,44.81,47.52,197,0,Configuration / Ports overload
IGD_051,2026-02-23 21:21:37,2432,14610,1328,2191,14.9,11.65,47.2,50.86,79,1,Line degradation
IGD_297,2026-02-23 21:21:38,4072,23042,1825,3456,13.85,15.09,19.21,20.04,430,0,Configuration / Ports overload
IGD_240,2026-02-24 03:21:38,2443,14676,1535,2201,13.66,10.55,43.74,45.41,117,0,Line degradation
IGD_200,2026-02-24 09:21:38,1719,14950,1599,2242,10.71,9.45,46.04,48.61,86,1,Line degradation
IGD_196,2026-02-24 21:21:38,8034,20982,2827,3147,17.73,16.87,16.05,19.45,4,0,NORMAL
IGD_139,2026-02-23 21:21:37,1453,10720,1044,1608,14.24,12.93,50.88,56.57,184,1,Line degradation
IGD_090,2026-02-23 21:21:37,1908,20228,1645,3034,2.43,4.81,19.5,23.49,2540,2,High Interference / Noise
IGD_083,2026-02-24 21:21:37,1800,12656,967,1898,17.13,15.71,29.86,32.92,264,1,Configuration / Ports overload
IGD_293,2026-02-22 21:21:38,2700,20851,1548,3127,5.42,6.76,25.49,28.65,1093,2,High Interference / Noise
IGD_169,2026-02-23 15:21:38,1670,18319,1554,2747,6.79,3.51,20.54,23.19,2524,2,High Interference / Noise
IGD_258,2026-02-23 21:21:38,4223,11224,1525,1683,24.44,12.42,40.07,43.46,42,0,NORMAL
IGD_297,2026-02-25 03:21:38,4848,23042,1570,3456,13.52,12.76,18.62,20.85,424,0,Configuration / Ports overload
IGD_252,2026-02-23 09:21:38,3378,12398,1352,1859,17.41,13.89,34.1,40.78,23,0,Line degradation
IGD_066,2026-02-23 09:21:37,2918,10566,1426,1584,17.42,19.44,43.83,48.0,53,1,NORMAL
IGD_018,2026-02-23 09:21:37,752,9377,774,1406,9.44,4.99,42.93,48.94,1226,2,High Interference / Noise
IGD_004,2026-02-24 21:21:37,1527,13013,1332,1951,4.69,5.19,33.58,39.56,1138,2,Crosstalk / Saturation
IGD_287,2026-02-22 21:21:38,7861,17347,2442,2602,21.34,17.5,25.53,27.6,43,0,NORMAL
IGD_072,2026-02-23 15:21:37,1319,8897,874,1334,15.7,13.82,45.54,54.1,21,1,Line degradation
IGD_010,2026-02-22 21:21:37,7732,21231,2343,3184,18.91,17.7,19.5,24.0,4,0,Line degradation
IGD_296,2026-02-23 21:21:38,5173,20502,2136,3075,13.07,11.84,31.55,37.74,74,0,Line degradation
IGD_121,2026-02-24 03:21:37,4641,23634,2610,3545,11.62,9.92,30.96,35.39,72,0,Line degradation
IGD_259,2026-02-24 03:21:38,9778,21643,2769,3246,19.98,21.08,18.26,21.59,45,0,NORMAL
IGD_183,2026-02-24 15:21:38,5644,15358,2028,2303,21.78,19.66,38.64,44.49,138,0,NORMAL
IGD_116,2026-02-24 03:21:37,2395,16137,1184,2420,15.09,17.19,29.34,35.16,383,0,Configuration / Ports overload
IGD_133,2026-02-23 21:21:37,2440,15935,1682,2390,14.85,11.52,45.23,48.3,63,1,Line degradation
IGD_022,2026-02-24 09:21:37,3773,23089,1798,3463,7.94,5.2,16.25,17.05,1378,2,High Interference / Noise
IGD_052,2026-02-22 21:21:37,8349,18484,1900,2772,18.87,16.74,14.02,26.26,65,0,Line degradation
IGD_169,2026-02-22 21:21:38,2657,18319,1463,2747,7.82,2.18,21.76,24.54,970,2,High Interference / Noise
IGD_050,2026-02-25 03:21:37,1863,14218,1153,2132,16.35,18.13,38.26,41.11,394,1,Configuration / Ports overload
IGD_255,2026-02-24 21:21:38,8457,17695,2517,2654,21.63,19.96,24.91,27.22,29,0,NORMAL
IGD_186,2026-02-24 09:21:38,8273,19333,2580,2899,19.79,12.79,17.59,16.86,54,0,NORMAL
IGD_139,2026-02-24 21:21:37,666,10720,1275,1608,8.31,4.19,57.56,62.82,582,2,Line degradation
IGD_152,2026-02-25 03:21:37,2017,20272,1837,3040,4.71,2.1,12.55,18.66,1287,2,High Interference / Noise
IGD_239,2026-02-24 09:21:38,2455,8933,1223,1339,17.93,21.57,39.35,42.7,55,0,NORMAL
IGD_273,2026-02-23 03:21:38,1284,9983,659,1497,18.53,12.71,41.46,47.86,355,1,Configuration / Ports overload
IGD_208,2026-02-24 09:21:38,2328,15087,1175,2263,19.57,13.68,35.1,35.12,257,1,Configuration / Ports overload
IGD_155,2026-02-22 21:21:37,4025,12219,1649,1832,19.59,17.7,38.69,35.44,53,0,NORMAL
IGD_122,2026-02-24 15:21:37,1263,10749,774,1612,16.35,13.92,45.12,44.17,400,1,Configuration / Ports overload
IGD_142,2026-02-24 09:21:37,1282,10997,1028,1649,12.43,10.74,48.01,51.78,250,0,Crosstalk / Saturation
IGD_222,2026-02-24 15:21:38,1246,9946,1040,1491,14.06,8.89,48.81,54.64,166,0,Crosstalk / Saturation
IGD_263,2026-02-23 03:21:38,6388,17236,2310,2585,22.67,17.74,37.51,37.85,9,0,NORMAL
IGD_168,2026-02-24 09:21:38,2674,15213,1247,2281,19.27,19.38,26.1,30.76,102,1,Configuration / Ports overload
IGD_120,2026-02-24 15:21:37,1348,13381,1599,2007,10.17,8.25,45.6,54.34,655,1,Line degradation
IGD_155,2026-02-23 09:21:37,4519,12219,1612,1832,21.81,21.59,36.79,38.56,5,0,NORMAL
IGD_096,2026-02-23 15:21:37,1338,12877,962,1931,8.76,3.9,25.34,28.58,669,2,High Interference / Noise
IGD_076,2026-02-22 21:21:37,2961,18137,2172,2720,7.99,8.47,27.62,29.68,145,1,Crosstalk / Saturation
IGD_024,2026-02-23 21:21:37,3901,18191,1172,2728,14.77,13.62,18.45,22.5,293,0,Configuration / Ports overload
IGD_074,2026-02-23 09:21:37,4071,15759,1593,2363,16.74,14.84,39.87,39.08,97,0,Line degradation
IGD_300,2026-02-23 09:21:38,4607,13284,1885,1992,18.55,17.7,26.23,31.86,42,0,NORMAL
IGD_116,2026-02-24 09:21:37,3361,16137,1266,2420,17.2,14.73,30.61,35.02,213,0,Configuration / Ports overload
IGD_258,2026-02-23 15:21:38,3348,11224,1564,1683,21.02,17.66,43.97,49.12,62,0,NORMAL
IGD_245,2026-02-24 03:21:38,4217,20128,2166,3019,11.28,10.04,34.89,41.78,31,0,Line degradation
IGD_121,2026-02-25 03:21:37,1982,23634,2368,3545,5.07,5.22,40.6,41.56,1785,1,Line degradation
IGD_107,2026-02-24 03:21:37,778,13094,1007,1964,2.06,3.6,36.72,40.12,1657,2,High Interference / Noise
IGD_216,2026-02-24 09:21:38,4480,12236,1687,1835,19.52,13.14,34.77,33.09,8,0,NORMAL
IGD_107,2026-02-23 09:21:37,1327,13094,843,1964,5.07,5.82,40.63,44.05,346,2,High Interference / Noise
IGD_117,2026-02-24 15:21:37,2656,20275,2238,3041,9.0,7.06,35.57,39.85,241,1,Line degradation
IGD_150,2026-02-23 09:21:37,8198,22675,2404,3401,17.5,15.46,17.96,32.75,12,0,Line degradation
IGD_248,2026-02-23 21:21:38,11831,23091,3100,3463,22.35,14.56,15.36,15.86,14,0,NORMAL
IGD_089,2026-02-23 21:21:37,7038,16678,2275,2501,22.73,19.05,33.25,36.68,4,0,NORMAL
IGD_015,2026-02-23 15:21:37,5417,19019,1740,2852,15.9,13.51,26.33,31.43,52,0,Line degradation
IGD_295,2026-02-23 09:21:38,4514,12989,1708,1948,17.59,21.44,28.03,30.04,53,0,NORMAL
IGD_086,2026-02-22 21:21:37,2794,16967,1209,2545,20.14,15.01,32.52,33.53,198,1,Configuration / Ports overload
IGD_072,2026-02-24 15:21:37,689,8897,969,1334,9.99,6.65,55.1,66.91,117,2,Line degradation
IGD_287,2026-02-23 21:21:38,7591,17347,2247,2602,21.75,21.36,27.25,32.12,72,0,NORMAL
IGD_027,2026-02-23 21:21:37,4464,21085,1946,3162,11.2,11.29,31.04,33.7,147,0,Line degradation
IGD_008,2026-02-24 03:21:37,1089,11894,692,1784,13.2,19.25,45.21,44.94,312,1,Configuration / Ports overload
IGD_040,2026-02-24 03:21:37,940,12569,865,1885,4.22,3.87,29.32,36.08,1796,2,High Interference / Noise
IGD_255,2026-02-24 03:21:38,7715,17695,2506,2654,18.5,16.07,27.83,29.56,8,0,NORMAL
IGD_223,2026-02-23 21:21:38,3185,17065,1771,2559,15.46,11.86,45.43,47.28,31,0,Line degradation
IGD_280,2026-02-25 03:21:38,2330,13265,1569,1989,11.41,8.62,36.57,41.22,38,0,Crosstalk / Saturation
IGD_040,2026-02-24 09:21:37,927,12569,1063,1885,5.79,5.31,30.0,35.31,2826,2,High Interference / Noise
IGD_137,2026-02-24 03:21:37,4599,12709,1661,1906,18.68,14.76,27.22,27.57,2,0,NORMAL
IGD_251,2026-02-22 21:21:38,6029,15024,2016,2253,21.27,13.71,30.22,28.77,48,0,NORMAL
IGD_191,2026-02-23 15:21:38,7548,15902,2123,2385,22.13,14.64,26.26,24.82,53,0,NORMAL
IGD_060,2026-02-24 03:21:37,6138,13531,1872,2029,25.97,18.52,29.6,32.88,87,0,NORMAL
IGD_211,2026-02-25 03:21:38,393,11354,1098,1703,4.47,3.04,65.27,71.89,747,2,Line degradation
IGD_130,2026-02-24 09:21:37,3905,14398,1998,2159,18.66,20.12,42.19,41.86,42,0,NORMAL
IGD_183,2026-02-23 03:21:38,5565,15358,2103,2303,20.84,15.11,35.78,43.27,26,0,NORMAL
IGD_088,2026-02-23 09:21:37,2211,22667,1613,3400,4.12,2.96,16.75,21.82,779,2,High Interference / Noise
IGD_292,2026-02-23 03:21:38,5299,13693,1871,2053,19.86,16.33,25.61,29.83,20,0,NORMAL
IGD_233,2026-02-24 09:21:38,4284,20988,2374,3148,9.75,8.51,27.13,38.71,219,0,Line degradation
IGD_155,2026-02-24 21:21:37,5244,12219,1614,1832,25.35,21.36,33.6,37.09,58,0,NORMAL
IGD_004,2026-02-24 09:21:37,2522,13013,1451,1951,13.0,9.81,31.15,43.09,151,0,Crosstalk / Saturation
IGD_253,2026-02-24 09:21:38,1258,12570,913,1885,5.19,5.23,30.94,31.7,1241,2,High Interference / Noise
IGD_215,2026-02-23 15:21:38,6980,20374,2631,3056,14.38,15.41,24.8,26.67,54,0,NORMAL
IGD_295,2026-02-22 21:21:38,6234,12989,1850,1948,25.16,12.72,29.05,31.54,44,0,NORMAL
IGD_098,2026-02-24 15:21:37,2105,16014,909,2402,13.77,19.63,31.43,32.44,391,1,Configuration / Ports overload
IGD_158,2026-02-23 03:21:37,3715,19050,1778,2857,8.35,7.08,24.79,31.98,112,0,Crosstalk / Saturation
IGD_113,2026-02-23 09:21:37,8861,21398,3019,3209,17.31,19.23,14.33,16.14,8,0,NORMAL
IGD_224,2026-02-25 03:21:38,2366,17569,1138,2635,13.2,12.62,36.11,44.07,184,0,Configuration / Ports overload
IGD_190,2026-02-23 09:21:38,10806,22453,2877,3367,18.65,16.55,16.03,25.38,117,0,NORMAL
IGD_068,2026-02-24 03:21:37,1617,15793,1239,2368,5.48,6.85,24.5,26.11,437,2,High Interference / Noise
IGD_073,2026-02-24 21:21:37,2513,9838,1357,1475,18.43,22.77,43.17,51.17,32,0,NORMAL
IGD_042,2026-02-23 09:21:37,4467,12971,1743,1945,22.69,14.72,35.84,40.31,32,0,NORMAL
IGD_152,2026-02-24 09:21:37,2024,20272,1958,3040,4.69,2.86,13.6,19.34,1720,2,High Interference / Noise
IGD_165,2026-02-25 03:21:38,6579,23001,1332,3450,19.47,11.25,24.33,27.73,99,0,Configuration / Ports overload
IGD_083,2026-02-24 03:21:37,1924,12656,880,1898,13.63,12.57,37.27,37.72,133,0,Configuration / Ports overload
IGD_062,2026-02-24 09:21:37,7143,16078,2248,2411,20.48,16.78,29.66,29.93,31,0,NORMAL
IGD_012,2026-02-23 21:21:37,4952,23243,2163,3486,12.36,10.83,33.94,37.19,96,0,Line degradation
IGD_042,2026-02-24 15:21:37,4618,12971,1664,1945,21.06,21.06,36.2,36.33,59,0,NORMAL
IGD_163,2026-02-24 03:21:38,7722,18186,2518,2727,19.45,14.62,18.46,21.35,82,0,NORMAL
IGD_294,2026-02-25 03:21:38,2784,20559,1556,3083,6.35,5.8,22.9,29.7,475,2,High Interference / Noise
IGD_009,2026-02-25 03:21:37,4001,21094,2128,3164,10.12,8.53,31.05,36.41,144,0,Crosstalk / Saturation
IGD_209,2026-02-23 09:21:38,5811,16054,2267,2408,19.93,16.8,29.3,34.0,78,0,NORMAL
IGD_076,2026-02-23 15:21:37,2458,18137,1850,2720,8.93,10.67,31.0,40.3,320,1,Crosstalk / Saturation
IGD_164,2026-02-22 21:21:38,6221,17000,2368,2550,21.55,17.58,34.33,35.99,21,0,NORMAL
IGD_002,2026-02-23 03:21:37,4423,15893,1582,2383,17.68,16.23,35.4,40.94,28,0,Line degradation
IGD_245,2026-02-23 21:21:38,4436,20128,2288,3019,14.02,13.05,33.16,35.31,99,0,Line degradation
IGD_029,2026-02-23 21:21:37,2357,13251,1024,1987,16.31,18.81,29.85,29.87,198,1,Configuration / Ports overload
IGD_107,2026-02-24 09:21:37,927,13094,1087,1964,3.95,5.37,39.58,44.36,1904,2,High Interference / Noise
IGD_120,2026-02-23 03:21:37,4170,13381,1548,2007,18.1,15.52,31.0,39.97,15,0,Line degradation
IGD_145,2026-02-22 21:21:37,12244,23721,3280,3558,21.29,22.31,18.94,21.68,84,0,NORMAL
IGD_281,2026-02-23 03:21:38,2803,13204,976,1980,17.69,14.72,34.98,37.83,288,0,Configuration / Ports overload
IGD_281,2026-02-22 21:21:38,2108,13204,823,1980,16.22,16.96,37.17,42.49,174,0,Configuration / Ports overload
IGD_272,2026-02-22 21:21:38,5423,13812,1865,2071,23.29,13.28,35.77,40.81,84,0,NORMAL
IGD_157,2026-02-24 21:21:37,3055,11346,1463,1701,24.09,19.4,45.88,47.23,36,1,NORMAL
IGD_243,2026-02-24 15:21:38,1834,12148,858,1822,15.92,14.91,39.5,44.43,467,0,Configuration / Ports overload
IGD_258,2026-02-24 15:21:38,3293,11224,1565,1683,20.42,18.78,40.74,42.99,4,0,NORMAL
IGD_169,2026-02-24 15:21:38,1773,18319,1119,2747,3.73,2.39,23.44,29.09,2270,2,High Interference / Noise
IGD_086,2026-02-23 03:21:37,2863,16967,1090,2545,23.18,13.54,34.04,38.17,275,1,Configuration / Ports overload
IGD_221,2026-02-24 15:21:38,5744,14383,1978,2157,20.16,13.09,26.32,25.97,19,0,NORMAL
IGD_090,2026-02-24 03:21:37,2977,20228,1566,3034,7.28,5.32,20.21,25.06,652,2,High Interference / Noise
IGD_050,2026-02-24 09:21:37,2811,14218,908,2132,20.2,12.14,36.09,36.77,439,0,Configuration / Ports overload
IGD_231,2026-02-24 03:21:38,10625,18780,2499,2817,23.35,15.41,17.21,17.59,62,0,NORMAL
IGD_179,2026-02-23 09:21:38,5724,16269,2135,2440,22.72,16.02,36.04,41.23,105,0,NORMAL
IGD_034,2026-02-24 03:21:37,720,12501,1180,1875,5.32,6.22,36.34,41.1,1296,2,High Interference / Noise
IGD_052,2026-02-24 03:21:37,4250,18484,1897,2772,13.53,10.82,25.86,37.37,191,0,Line degradation
IGD_135,2026-02-24 21:21:37,10160,19603,2527,2940,23.16,17.74,22.3,22.33,83,0,NORMAL
IGD_102,2026-02-24 03:21:37,3114,22439,1953,3365,7.93,3.25,26.61,33.08,1724,2,High Interference / Noise
IGD_281,2026-02-24 21:21:38,1860,13204,924,1980,13.38,14.85,34.55,37.31,384,0,Configuration / Ports overload
IGD_281,2026-02-23 15:21:38,1944,13204,760,1980,16.11,16.75,37.54,43.44,310,0,Configuration / Ports overload
IGD_179,2026-02-23 03:21:38,5913,16269,2087,2440,22.18,16.19,42.37,43.43,37,0,NORMAL
IGD_179,2026-02-24 03:21:38,5719,16269,2174,2440,22.08,20.89,40.2,44.2,0,0,NORMAL
IGD_208,2026-02-22 21:21:38,3037,15087,1054,2263,16.2,15.72,30.72,29.41,122,0,Configuration / Ports overload
IGD_036,2026-02-24 09:21:37,8743,22985,3016,3447,16.0,21.18,20.35,25.42,4,0,NORMAL
IGD_286,2026-02-23 09:21:38,2926,17367,1162,2605,20.61,12.01,30.34,34.95,169,1,Configuration / Ports overload
IGD_132,2026-02-23 09:21:37,10012,23901,3050,3585,22.37,19.32,27.39,32.51,48,0,NORMAL
IGD_164,2026-02-24 03:21:38,6598,17000,2266,2550,22.42,20.45,38.67,41.68,26,0,NORMAL
IGD_056,2026-02-22 21:21:37,2132,8608,1154,1291,16.33,17.41,40.24,43.01,151,0,NORMAL
IGD_239,2026-02-24 21:21:38,2645,8933,1148,1339,19.24,21.69,39.45,35.74,22,0,NORMAL
IGD_248,2026-02-25 03:21:38,14122,23091,3038,3463,23.0,15.48,15.31,19.82,34,0,NORMAL
IGD_253,2026-02-23 03:21:38,755,12570,1097,1885,6.42,1.6,34.25,35.6,2605,2,High Interference / Noise
IGD_227,2026-02-24 03:21:38,3938,11855,1620,1778,23.58,16.13,39.28,44.2,8,0,NORMAL
IGD_123,2026-02-24 15:21:37,504,10638,731,1595,5.4,4.48,47.98,50.42,555,2,High Interference / Noise
IGD_283,2026-02-23 09:21:38,3752,16992,1719,2548,17.19,13.51,39.94,45.09,31,0,Line degradation
IGD_096,2026-02-24 15:21:37,952,12877,1187,1931,3.56,2.48,25.68,31.32,1234,2,High Interference / Noise
IGD_178,2026-02-23 15:21:38,1138,10958,1061,1643,12.93,12.63,52.36,58.53,59,0,Crosstalk / Saturation
IGD_215,2026-02-23 03:21:38,7390,20374,2770,3056,16.42,17.32,25.97,28.91,27,0,NORMAL
IGD_101,2026-02-24 21:21:37,5427,15163,2067,2274,17.41,15.06,28.46,33.39,38,0,NORMAL
IGD_110,2026-02-23 09:21:37,9671,18952,2530,2842,23.73,14.27,20.37,26.52,62,0,NORMAL
IGD_268,2026-02-23 21:21:38,2974,16240,1008,2436,19.83,11.83,27.82,27.31,247,1,Configuration / Ports overload
IGD_100,2026-02-24 09:21:37,12172,23565,3115,3534,25.56,17.02,22.86,24.07,6,0,NORMAL
IGD_168,2026-02-25 03:21:38,2842,15213,1123,2281,13.95,16.3,24.8,27.12,252,0,Configuration / Ports overload
IGD_016,2026-02-23 15:21:37,2949,9134,1261,1370,20.1,19.91,42.71,44.12,20,0,NORMAL
IGD_279,2026-02-23 09:21:38,890,13955,1087,2093,2.37,3.22,34.55,43.34,631,2,High Interference / Noise
IGD_059,2026-02-22 21:21:37,8577,18167,2411,2725,19.36,18.85,21.53,26.23,108,0,NORMAL
IGD_148,2026-02-22 21:21:37,4362,21380,1200,3207,13.67,18.99,21.21,24.0,348,0,Configuration / Ports overload
IGD_071,2026-02-23 15:21:37,3032,9540,1335,1431,21.5,19.53,40.76,46.4,46,0,NORMAL
IGD_122,2026-02-23 09:21:37,1383,10749,600,1612,12.84,11.16,45.07,46.83,271,0,Configuration / Ports overload
IGD_090,2026-02-24 09:21:37,1464,20228,1761,3034,2.71,3.31,22.64,28.88,1928,2,High Interference / Noise
IGD_049,2026-02-24 15:21:37,6144,16581,2162,2487,24.3,17.07,35.97,37.45,72,0,NORMAL
IGD_056,2026-02-25 03:21:37,2558,8608,1169,1291,23.78,21.15,47.88,47.43,3,1,NORMAL
IGD_115,2026-02-23 03:21:37,2026,15557,1423,2333,10.32,8.08,41.68,50.71,120,0,Crosstalk / Saturation
IGD_112,2026-02-25 03:21:37,1320,17029,1853,2554,5.43,4.22,47.7,52.19,350,1,Line degradation
IGD_052,2026-02-23 09:21:37,6314,18484,1951,2772,16.23,13.1,18.64,25.93,22,0,Line degradation
IGD_064,2026-02-23 15:21:37,2533,20568,1502,3085,7.14,3.0,11.64,20.9,495,2,High Interference / Noise
IGD_259,2026-02-23 21:21:38,13309,21643,2878,3246,24.45,17.06,15.31,19.52,14,0,NORMAL
IGD_167,2026-02-23 21:21:38,858,13566,1018,2034,3.3,4.09,39.92,44.04,2018,2,High Interference / Noise
IGD_102,2026-02-23 09:21:37,2198,22439,1567,3365,4.13,4.3,27.72,28.71,379,2,High Interference / Noise
IGD_194,2026-02-23 03:21:38,595,11299,719,1694,2.8,2.51,38.24,45.74,1182,2,High Interference / Noise
IGD_116,2026-02-22 21:21:37,2059,16137,1260,2420,16.35,15.88,33.75,31.49,159,1,Configuration / Ports overload
IGD_281,2026-02-24 03:21:38,3181,13204,840,1980,21.89,15.17,35.01,33.32,411,0,Configuration / Ports overload
IGD_012,2026-02-24 09:21:37,3705,23243,2568,3486,11.14,9.48,34.63,44.38,378,0,Line degradation
IGD_075,2026-02-22 21:21:37,9605,19016,2664,2852,21.87,17.86,22.68,25.82,4,0,NORMAL
IGD_277,2026-02-23 15:21:38,2735,10254,1432,1538,19.3,22.24,45.83,48.84,27,1,NORMAL
IGD_198,2026-02-23 21:21:38,3197,12008,1626,1801,16.06,13.51,37.89,38.91,17,0,NORMAL
IGD_109,2026-02-23 03:21:37,1625,17544,1166,2631,5.92,3.67,31.53,39.89,1311,2,High Interference / Noise
IGD_182,2026-02-22 21:21:38,7874,20800,2789,3120,17.22,16.38,25.67,25.47,38,0,NORMAL
IGD_084,2026-02-22 21:21:37,1739,11944,647,1791,15.3,16.68,46.8,46.52,174,0,Configuration / Ports overload
IGD_012,2026-02-25 03:21:37,1865,23243,2117,3486,8.17,1.89,43.53,51.16,635,1,Line degradation
IGD_066,2026-02-24 09:21:37,2952,10566,1425,1584,23.64,16.4,45.31,48.1,81,0,NORMAL
IGD_274,2026-02-23 09:21:38,7819,20075,2666,3011,19.49,20.43,21.58,22.4,69,0,NORMAL
IGD_270,2026-02-23 09:21:38,11156,23670,3358,3550,19.55,18.08,15.55,20.1,54,0,NORMAL
IGD_294,2026-02-23 09:21:38,1377,20559,1698,3083,5.33,3.83,20.84,30.62,1047,2,High Interference / Noise
IGD_064,2026-02-24 03:21:37,2846,20568,1980,3085,8.17,4.25,18.25,24.34,1151,2,High Interference / Noise
IGD_037,2026-02-25 03:21:37,5977,16382,2288,2457,17.24,18.94,29.16,30.6,33,0,NORMAL
IGD_027,2026-02-24 21:21:37,2331,21085,2072,3162,6.2,7.1,38.62,42.37,1153,1,Line degradation
IGD_005,2026-02-24 09:21:37,3333,19463,1858,2919,8.55,10.11,37.26,46.67,452,0,Line degradation
IGD_100,2026-02-23 03:21:37,8862,23565,3324,3534,17.06,15.02,22.86,23.97,74,0,NORMAL
IGD_088,2026-02-24 09:21:37,2379,22667,2046,3400,5.48,1.83,19.48,26.74,2166,2,High Interference / Noise
IGD_078,2026-02-23 15:21:37,4436,15905,2180,2385,17.96,14.84,34.17,41.53,91,0,NORMAL
IGD_122,2026-02-25 03:21:37,1392,10749,832,1612,15.56,14.46,45.24,48.26,144,0,Configuration / Ports overload
IGD_113,2026-02-24 09:21:37,12699,21398,2844,3209,24.24,13.83,18.07,20.01,60,0,NORMAL
IGD_001,2026-02-23 21:21:37,2262,12508,1016,1876,20.61,15.51,37.28,44.06,328,0,Configuration / Ports overload
