device_id,snr_T1,snr_T2,snr_T3,snr_T4,snr_T5,snr_T6,snr_T7,snr_T8,snr_T9,snr_T10,timestamp_T1,timestamp_T2,timestamp_T3,timestamp_T4,timestamp_T5,timestamp_T6,timestamp_T7,timestamp_T8,timestamp_T9,timestamp_T10,health_score,root_cause,slope,snr_mean,snr_std,snr_min,snr_max,snr_last,snr_first,ci_lower,ci_upper,snr_threshold,jours_avant_seuil,niveau_risque
IGD_162,17.49,21.13,24.46,21.79,20.26,19.36,18.4,23.07,21.73,19.71,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,0.24666666666666692,20.740000000000002,2.1274867802174477,17.49,24.46,19.71,17.49,15.540125910773803,23.8798740892262,6.0,,stable
IGD_163,23.15,21.79,24.84,16.48,21.24,19.45,21.78,24.64,24.63,24.54,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,0.1544444444444445,22.253999999999998,2.722826146161782,16.48,24.84,24.54,23.15,19.203260753522905,29.876739246477094,6.0,,stable
IGD_164,21.55,22.0,18.31,22.11,16.03,22.42,16.8,17.86,17.13,23.84,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,0.25444444444444436,19.805,2.8431174204852443,16.03,23.84,23.84,21.55,18.267489855848922,29.412510144151078,6.0,,stable
IGD_165,20.62,20.05,16.52,18.26,16.23,11.96,15.18,19.83,18.79,19.47,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,Configuration / Ports overload,-0.12777777777777802,17.691000000000003,2.709466737201252,11.96,20.62,19.47,20.62,14.159445195085546,24.780554804914452,6.0,105.42,faible
IGD_166,22.85,20.69,17.07,22.6,24.83,19.03,25.11,22.06,23.3,23.18,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,0.03666666666666648,22.072000000000003,2.5086419522212497,17.07,25.11,23.18,22.85,18.26306177364635,28.09693822635365,6.0,,stable
IGD_167,6.5,7.99,5.63,3.05,3.3,5.78,6.87,3.44,7.91,5.68,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,2,High Interference / Noise,-0.09111111111111114,5.615,1.8247267679786414,3.05,7.99,5.68,6.5,2.1035355347618627,9.256464465238137,6.0,-3.51,critique
IGD_168,17.9,20.87,20.5,18.85,15.17,17.38,19.27,19.08,12.32,13.95,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,Configuration / Ports overload,-0.43888888888888883,17.528999999999996,2.8448489512723794,12.32,20.87,13.95,17.9,8.374096055506136,19.525903944493862,6.0,18.11,modere
IGD_169,7.82,4.63,7.08,6.79,7.54,5.0,4.36,3.73,6.16,3.74,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,2,High Interference / Noise,-0.45333333333333337,5.6850000000000005,1.575325363218659,3.73,7.82,3.74,7.82,0.6523622880914286,6.827637711908572,6.0,-4.99,critique
IGD_170,5.33,9.5,8.15,12.81,10.33,8.52,10.82,13.6,4.72,14.59,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,Crosstalk / Saturation,1.028888888888889,9.837,3.2996634508520546,4.72,14.59,14.59,5.33,8.122659636329974,21.057340363670026,6.0,,stable
IGD_171,18.65,18.06,16.82,15.62,13.03,11.11,10.74,10.59,8.79,7.42,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,1,Line degradation,-1.2477777777777777,13.082999999999998,3.9758047403429324,7.42,18.65,7.42,18.65,-0.37257729107214743,15.212577291072147,6.0,1.14,critique
IGD_172,16.37,20.01,15.75,17.97,18.08,16.69,17.66,13.44,14.76,16.86,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,Configuration / Ports overload,0.05444444444444427,16.758999999999997,1.8495792314289579,13.44,20.01,16.86,16.37,13.234824706399241,20.485175293600758,6.0,,stable
IGD_173,16.46,21.32,24.62,20.84,14.58,21.39,16.57,20.02,17.94,23.31,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,1,NORMAL,0.7611111111111108,19.705000000000002,3.227094496430014,14.58,24.62,23.31,16.46,16.98489478699717,29.635105213002827,6.0,,stable
IGD_174,17.75,17.67,19.02,20.57,21.5,24.16,22.85,25.96,17.09,19.37,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,0.1800000000000001,20.594,2.987251430849287,17.09,25.96,19.37,17.75,13.514987195535397,25.225012804464605,6.0,,stable
IGD_175,16.94,16.37,21.94,22.4,21.08,14.78,19.89,23.95,17.48,19.16,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,0.24666666666666653,19.398999999999997,2.9727931123589624,14.78,23.95,19.16,16.94,13.333325499776434,24.986674500223565,6.0,,stable
IGD_176,18.14,18.3,16.3,15.11,14.13,13.18,10.53,9.78,4.27,5.99,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,2,Line degradation,-1.35,12.572999999999999,4.8437819246259775,4.27,18.3,5.99,18.14,-3.5038125722669147,15.483812572266915,6.0,-0.01,critique
IGD_177,20.44,21.44,21.32,21.12,22.48,18.3,23.85,15.09,25.78,19.1,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,-0.14888888888888888,20.892000000000003,2.9720318526781195,15.09,25.78,19.1,20.44,13.274817568750887,24.925182431249116,6.0,87.99,faible
IGD_178,5.91,12.04,12.54,12.93,5.29,11.21,11.47,10.66,10.88,11.09,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,Crosstalk / Saturation,0.5755555555555555,10.402,2.6355973389979988,5.29,12.93,11.09,5.91,5.924229215563923,16.255770784436077,6.0,,stable
IGD_179,17.03,22.18,22.72,21.28,17.1,22.08,22.09,25.2,24.17,23.6,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,0.73,21.744999999999997,2.721381389417269,17.03,25.2,23.6,17.03,18.266092476742152,28.93390752325785,6.0,,stable
IGD_180,17.3,20.15,20.98,20.04,17.51,18.41,24.43,18.65,25.0,20.38,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,0.34222222222222204,20.285,2.6411750331160477,17.3,25.0,20.38,17.3,15.203296935092546,25.556703064907452,6.0,,stable
IGD_181,20.32,11.8,21.54,15.03,20.05,20.67,20.12,13.29,13.76,15.44,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,1,Configuration / Ports overload,-0.5422222222222223,17.201999999999998,3.671935003055837,11.8,21.54,15.44,20.32,8.24300739401056,22.63699260598944,6.0,17.41,modere
IGD_182,17.22,23.65,22.99,23.14,21.94,15.71,20.98,20.26,17.09,23.55,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,0.7033333333333336,20.653,2.9786799835572206,15.71,23.65,23.55,17.22,17.71178723222785,29.388212767772153,6.0,,stable
IGD_183,24.13,20.84,24.06,23.74,17.82,21.16,19.76,21.78,21.02,18.82,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,-0.5899999999999999,21.313,2.179470119088582,17.82,24.13,18.82,24.13,14.548238566586381,23.09176143341362,6.0,21.73,modere
IGD_184,20.77,19.17,16.76,17.33,18.35,19.15,15.22,15.5,23.42,21.4,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,Configuration / Ports overload,0.0699999999999999,18.707,2.632903129416061,15.22,23.42,21.4,20.77,16.23950986634452,26.560490133655478,6.0,,stable
IGD_185,17.85,24.45,22.21,26.29,22.71,20.72,17.25,19.02,19.2,16.5,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,-0.15000000000000016,20.619999999999997,3.2370185184655473,16.5,26.29,16.5,17.85,10.155443703807528,22.844556296192472,6.0,70.0,faible
IGD_186,19.45,19.55,21.39,20.21,21.21,22.6,19.79,20.41,17.23,23.49,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,0.4488888888888888,20.532999999999998,1.761615735624543,17.23,23.49,23.49,19.45,20.037233158175894,26.942766841824103,6.0,,stable
IGD_187,20.5,15.61,16.89,18.4,16.89,21.87,20.41,25.65,20.3,17.44,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,-0.33999999999999986,19.396000000000004,2.981596142262656,15.61,25.65,17.44,20.5,11.596071561165196,23.283928438834806,6.0,33.65,faible
IGD_188,20.06,19.79,18.74,17.11,14.21,11.29,11.01,9.42,7.08,7.88,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,1,Line degradation,-1.3533333333333333,13.659,4.987429643057077,7.08,20.06,7.88,20.06,-1.8953621003918704,17.65536210039187,6.0,1.39,critique
IGD_189,21.14,21.32,17.51,18.28,23.18,19.54,24.54,24.81,16.75,19.27,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,-0.2077777777777779,20.634,2.854782342355056,16.75,24.81,19.27,21.14,13.67462660898409,24.865373391015908,6.0,63.87,faible
IGD_190,21.71,23.58,18.65,24.08,17.32,22.55,20.51,21.85,23.66,22.8,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,0.1211111111111111,21.671,2.233335572138181,17.32,24.08,22.8,21.71,18.422662278609167,27.177337721390835,6.0,,stable
IGD_191,17.57,22.64,15.38,22.13,20.93,15.5,21.42,19.52,20.48,23.7,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,0.681111111111111,19.927,2.9056383884517434,15.38,23.7,23.7,17.57,18.004948758634583,29.395051241365415,6.0,,stable
IGD_192,8.07,9.87,11.88,9.0,9.77,10.06,10.73,14.38,7.89,10.37,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,1,Crosstalk / Saturation,0.2555555555555554,10.202000000000002,1.892410573257764,7.89,14.38,10.37,8.07,6.660875276414782,14.079124723585217,6.0,,stable
IGD_193,23.35,22.3,16.04,23.68,19.44,19.36,21.37,21.98,28.26,19.81,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,-0.39333333333333365,21.558999999999997,3.2696566248528987,16.04,28.26,19.81,23.35,13.401473015288317,26.21852698471168,6.0,35.11,faible
IGD_194,3.89,2.8,6.89,7.02,8.23,2.77,4.19,4.9,6.4,4.49,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,2,High Interference / Noise,0.06666666666666668,5.1579999999999995,1.8787395301696888,2.77,8.23,4.49,3.89,0.8076705208674104,8.17232947913259,6.0,,stable
IGD_195,16.53,14.41,18.73,19.57,15.49,15.15,15.89,13.88,20.11,19.79,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,Configuration / Ports overload,0.362222222222222,16.955,2.371868696009775,13.88,20.11,19.79,16.53,15.141137355820842,24.438862644179157,6.0,,stable
IGD_196,25.45,20.53,24.44,20.04,22.27,20.32,18.59,18.09,17.73,21.47,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,-0.4422222222222223,20.893,2.5804695955064716,17.73,25.45,21.47,25.45,16.412279592807316,26.52772040719268,6.0,34.98,faible
IGD_197,6.71,4.86,9.38,4.4,6.17,6.24,9.32,8.67,5.53,4.16,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,2,High Interference / Noise,-0.2833333333333333,6.544000000000001,1.9627939270336048,4.16,9.38,4.16,6.71,0.31292390301413464,8.007076096985866,6.0,-6.49,critique
IGD_198,25.2,23.26,15.45,26.48,16.06,18.29,21.25,15.67,16.46,22.23,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,-0.32999999999999985,20.035,4.171488543274052,15.45,26.48,22.23,25.2,14.05388245518286,30.406117544817143,6.0,49.18,faible
IGD_199,19.36,18.63,17.13,14.57,14.33,12.99,12.06,7.9,7.02,4.36,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,1,Line degradation,-1.6666666666666667,12.834999999999999,5.060397986105221,4.36,19.36,4.36,19.36,-5.558380052766231,14.27838005276623,6.0,-0.98,critique
IGD_200,20.28,21.06,14.57,17.49,13.75,9.97,10.71,8.92,7.23,6.01,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,1,Line degradation,-1.5855555555555556,12.999,5.316367703193182,6.01,21.06,6.01,20.28,-4.410080698258637,16.430080698258635,6.0,0.01,critique
IGD_201,7.7,2.25,5.72,2.62,0.93,4.4,3.01,2.32,7.45,2.51,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,2,High Interference / Noise,-0.5766666666666667,3.8909999999999996,2.3334878520265656,0.93,7.7,2.51,7.7,-2.063636189972069,7.083636189972069,6.0,-6.05,critique
IGD_202,8.92,1.16,4.67,6.42,5.19,3.15,4.43,3.44,4.46,6.09,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,2,High Interference / Noise,-0.31444444444444447,4.792999999999999,2.0951162789263567,1.16,8.92,6.09,8.92,1.9835720933043408,10.196427906695659,6.0,0.29,critique
IGD_203,17.08,18.04,17.89,22.33,24.35,20.37,18.07,21.01,22.44,19.8,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,0.3022222222222225,20.137999999999998,2.4003833027247965,17.08,24.35,19.8,17.08,15.095248726659399,24.504751273340602,6.0,,stable
IGD_204,17.12,20.62,15.21,24.13,19.17,17.48,21.12,16.63,24.91,19.93,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,0.31222222222222207,19.631999999999998,3.181354707947194,15.21,24.91,19.93,17.12,13.6945447724235,26.1654552275765,6.0,,stable
IGD_205,5.86,14.4,11.4,9.54,5.5,12.86,10.24,8.83,9.25,9.58,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,1,Crosstalk / Saturation,0.41333333333333333,9.745999999999999,2.761260581690906,5.5,14.4,9.58,5.86,4.167929259885824,14.992070740114176,6.0,,stable
IGD_206,22.92,23.89,22.34,22.7,22.88,20.39,18.97,16.79,16.36,19.41,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,-0.3900000000000002,20.665,2.69590327060235,16.36,23.89,19.41,22.92,14.126029589619396,24.693970410380604,6.0,34.38,faible
IGD_207,7.36,5.76,6.53,9.27,5.47,6.35,7.2,5.45,7.4,4.91,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,2,High Interference / Noise,-0.27222222222222225,6.57,1.2878060585524687,4.91,9.27,4.91,7.36,2.3859001252371614,7.434099874762839,6.0,-4.0,critique
IGD_208,16.2,21.58,13.78,20.03,15.81,19.97,19.57,17.09,14.59,12.86,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,1,Configuration / Ports overload,-0.3711111111111111,17.148000000000003,2.9952621847770784,12.86,21.58,12.86,16.2,6.989286117836926,18.730713882163073,6.0,18.49,modere
IGD_209,21.83,23.2,19.93,20.01,16.72,13.53,26.24,25.16,20.43,16.92,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,-0.5455555555555551,20.397000000000002,3.9422442846683152,13.53,26.24,16.92,21.83,9.193201202050105,24.6467987979499,6.0,20.02,modere
IGD_210,19.54,20.11,17.11,13.61,13.3,12.9,11.57,7.53,7.35,5.51,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,1,Line degradation,-1.5588888888888888,12.853,5.060305326756479,5.51,20.11,5.51,19.54,-4.4081984404427,15.4281984404427,6.0,-0.31,critique
IGD_211,21.05,19.17,18.27,16.06,14.42,13.49,12.81,8.76,6.21,4.47,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,2,Line degradation,-1.8422222222222224,13.471,5.54701811787198,4.47,21.05,4.47,21.05,-6.402155511029082,15.34215551102908,6.0,-0.83,critique
IGD_212,18.45,23.86,23.64,15.82,17.36,23.44,15.63,24.49,24.55,16.59,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,-0.2066666666666666,20.383000000000003,3.900826265748778,15.63,24.55,16.59,18.45,8.944380519132395,24.235619480867605,6.0,51.24,faible
IGD_213,9.11,7.88,9.72,14.1,6.92,13.71,10.99,13.95,4.71,9.39,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,Crosstalk / Saturation,0.03111111111111124,10.048,3.1682655612600827,4.71,14.1,9.39,9.11,3.1801994999302385,15.599800500069762,6.0,,stable
IGD_214,19.42,17.48,15.28,20.91,14.97,22.5,17.44,18.26,21.05,20.34,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,Configuration / Ports overload,0.10222222222222202,18.765,2.5142096173549255,14.97,22.5,20.34,19.42,15.412149149984346,25.267850850015655,6.0,,stable
IGD_215,16.87,16.42,18.62,14.38,20.4,19.94,15.29,22.56,16.82,20.75,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,0.431111111111111,18.205,2.655352037761555,14.38,22.56,20.75,16.87,15.545510005987353,25.954489994012647,6.0,,stable
